,date_received,product,sub_product,issue,sub_issue,consumer_complaint_narrative,consumer_comlaint_code,company_public_response,company,state,zip_code,tags,consumer_consent_provided,submitted_via,date_sent_to_company,company_response_to_consumer,timely_response,consumer_disputed,complaint_id
17,2022-08-19,Mortgage,Conventional home mortgage,Trouble during payment process,NA,"I called the Mortgage service line to inquire about dropping PMI. I asked specifically whether I could drop PMI based on change in Market Conditions or if I had to have made improvements. I was told Market Conditions would suffice. I then paid {$100.00}. for a Broker Price Opinion ( BPO ). Once the BPO came in it showed that the value was more than enough to drop PMI, however XXXX XXXX required that there be improvements made in addition to the value change. So they would not drop PMI. 

I asked for a refund of my {$100.00} since I had asked this exact question. They refused. I asked what else could be done. The mortgage servicer said I could request a transcript of my call. The call was XX/XX/XXXX at XXXX XXXX PM- this was the call I was told I could drop PMI if the value of the BPO was high enough, even without improvements.

I escalated to the executive service line and asked for a copy of the transcript of the call. I was told that was proprietary information and they would not deliver. I was told the fee for the BPO was non refundable. 

This is misleading and I never would have paid for the BPO, had I known that improvements were required.",PMI,NA,JPMORGAN CHASE & CO.,VT,5452,NA,Consent provided,Web,2022-08-19,Closed with explanation,Yes,N/A,5898620
18,2022-08-09,Mortgage,Conventional home mortgage,Trouble during payment process,NA,I sent in a XXXX request to have my PMI removed at the end of XXXX to JP Morgan Chase. I called to make a payment for this request over the phone on XX/XX/22 and was told this payment was linked to my request. I called again on XX/XX/22 since I had not received a call from an appraiser and was told my request had not been put in. I was then told that my request would be escalated and was given a confirmation #. I received a letter from Chase on XX/XX/22 stating my request had been received and if I did not receive call in 7 days to call Chase. I did not receive a call in 7 days and called again on XX/XX/22 and was told my request was never escalated despite my confirmation #. I was told it would again be escalated and that the agent would contact me in 2 business days by XX/XX/22 after reaching out to the processor on the case. I have still not received a call from an appraiser or the agent on the case and she would not provide me with any contact information for the processor of the case or anyone else involved in the case such as the vendor for the appraisal or the company who handles the PMI.,PMI,NA,JPMORGAN CHASE & CO.,CO,80477,NA,Consent provided,Web,2022-08-24,Closed with explanation,Yes,N/A,5860725
19,2022-08-08,Mortgage,Conventional home mortgage,Trouble during payment process,NA,"On XX/XX/XXXX, I filed a XXXX XXXX Bankruptcy, in which my loan was reaffirmed with JP Morgan Chase .The reaffirmation agreement amended the terms in my XXXX modification agreement. 

My annual Percentage rate of interest was 2.3750 % variable prior to bankruptcy 2.3750 % fixed rate with the reaffirmation agreement. 

I did not realized that Chase was not applying the correct interest rate until XXXX of XXXX, when I started the process of refinancing my mortgage. At that time I reached out to Chase to rectify this error. I submitted the reaffirmation agreement which clearing shows that my interest was reaffirmed at a fixed rate. 

I requested multiply times a refund of overpayments which they applied toward my interest, and for last three months I have been going back and fourth with their escalation team and received no resolution. 

They have been applying an interest rate of 4.750 % and it should be 2.3750 %. 
I am now requesting a refund for the overpayment.",Mortgage/ interest rate,NA,JPMORGAN CHASE & CO.,GA,30052,NA,Consent provided,Web,2022-08-08,Closed with explanation,Yes,N/A,5856213
20,2022-08-05,Mortgage,Conventional home mortgage,Trouble during payment process,NA,"Hello. I received notice from my mortgage company ( Chase ) on XX/XX/16 that my monthly mortgage payment was increasing by {$780.00} per month due to a shortage in my escrow account. Upon researching why this happened, Chase acquired my mortgage from XXXX XXXX ( who I originally took the mortgage out with ). Previous property tax bills had always been quarterly, yet Chase made an annual payment creating the shortage. I reached out to Chase to explain why the shortage was there and try to figure out why my quarterly property tax payment was paid in one lump sum instead. I asked that the repayment of the escrow shortage be stretched out over a longer term as a {$780.00} per month increase is ridiculous and unaffordable. Chase 's reply was that I could write a check for the full amount of the shortage ( approx. $ XXXX ) to reduce my monthly payment or I could repay a portion of it and reduce my payment as well, but they would not extend the length of making up the escrow shortage. This is despite the fact that they changed the way the escrow account was managed from my original mortgage company. ( They've since said they'll pay the taxes from the account quarterly, but I have to make up this escrow shortage over the next 12 months ). Having never been late on a mortgage payment, I find the inability of Chase to extend the time period to cover the escrow shortage ridiculous. Expecting someone to pay an extra {$780.00} due to a mix-up on Chase 's end is unacceptable as well. We're now forced into trying to figure out where we're going to come up with this extra money each month so as to not lose our home. I understand mortgages can be acquired from who you originally take the mortgage out with, but the terms/managing should not be altered to the extent a monthly payment increases {$780.00} per month!!!",Escrow issues,NA,JPMORGAN CHASE & CO.,RI,2864,NA,Consent provided,Web,2022-08-05,Closed with explanation,Yes,N/A,5847403
21,2022-07-26,Mortgage,Conventional home mortgage,Trouble during payment process,NA,"I was under a trial modification agreement with Chase Home mortgage. I received assistance from NCHAF to pay the outstanding late balance and the XXXX, XXXX and XXXX payments. Chase was mailed 2 checks on XX/XX/XXXX and they have not applied these checks to my account",Mortgage/ payment assistance,NA,JPMORGAN CHASE & CO.,NC,27587,NA,Consent provided,Web,2022-08-08,Closed with explanation,Yes,N/A,5811045
22,2022-07-23,Mortgage,Conventional home mortgage,Trouble during payment process,NA,Chase bought out the servicing of my loan in XXXX of 2022. The previously lender gave them proof insurance. Through an escrow account they renewed the insurance. They then claimed they showed 30 days of missing coverage and threatened to buy my insurance. They should of just contacted the insurance company they just renewed with if they didnt have full proof of coverage. What a huge frustration. Why send a threatening letter. Whats the point of an escrow account if they cant seem to keep track of the dates then try to double charge for insurance.,Mortgage/ loan purchased,NA,JPMORGAN CHASE & CO.,CA,92103,NA,Consent provided,Web,2022-07-23,Closed with explanation,Yes,N/A,5803352
23,2022-07-14,Mortgage,Conventional home mortgage,Trouble during payment process,NA,"I have a mortgage loan with JP Morgan Chase. XXXX is our homeowners ' insurance company. We have lived in this same house and had XXXX as our homeowners ' insurance since XXXX. Last year in XXXX of XXXX, I got a notice from XXXX stating that my homeowners ' policy was going to be canceled due to nonpayment. After hours on the phone, I discovered that Chase took money out of my account and paid it on behalf of another customer to XXXX or another insurance company. No explanation was given as to how this mistake happened. I have just received the exact same notice from XXXX this year stating that my policy is going to be canceled due to nonpayment. Since XXXX has confirmed that my information with them is correct, it is apparent that Chase has made the same mistake twice. I have statements showing they took an incorrect amount of money out of my escrow account to pay my insurance, but XXXX never received that money on my behalf.",Escrow issues,NA,JPMORGAN CHASE & CO.,CT,6074,NA,Consent provided,Web,2022-07-14,Closed with monetary relief,Yes,N/A,5771366
24,2022-07-12,Mortgage,Conventional home mortgage,Trouble during payment process,NA,"I closed on a mortgage refinance ( XXXX XXXX  ) on XX/XX/XXXX. As part of the closing, the closing company ( XXXX  ) sent a payment of {$1100.00} to the XXXX  of XXXX for XXXX XXXX property taxes out of the closing costs that I paid upfront to XXXX, leaving a "" cusion '' of {$1000.00} in my escrow account. 

Within a month of closing, my loan was sold to Chase bank. That same month, Chase bank erroneously used the remaining funds in my escrow account to send a duplicate payment to the XXXX of XXXX for XXXX XXXX taxes, causing my escrow acccount to go negative. 

Now Chase has completed an escrow analysis and indicated a shortage, which is largely the result of not carrying over the escrow balance into XXXX as they should have done. Chase has now increased my monthly payment by over $ XXXXmonth to account for the shortage. 

They are claiming that it is my responsibility to request that the XXXX of XXXX refund the double payment to me, which I must then pay to Chase toward the escrow account. As the XXXX of XXXX has already applied this double payment to my XXXX XXXX taxes, this does not seem like a likely scenario. 

Chase made the error, and now I'm supposed to either pay for it or jump through hoops for the slight possibility of getting it corrected. In the meantime, I was warned that if I do not make the payment for XXXX, which I have disputed, I face late fees and negative credit reporting. 

At a time where consumers like myself are facing unprecedented financial hardships, we should not have to bear the burden when a global megabank makes an error. The threat of additional penalties just adds insult to injury. Chase must take whatever steps necessary steps to correct my payment ASAP.",Mortgage/ loan purchased,NA,JPMORGAN CHASE & CO.,MA,2703,NA,Consent provided,Web,2022-07-12,Closed with explanation,Yes,N/A,5762577
25,2022-07-09,Mortgage,Conventional home mortgage,Trouble during payment process,NA,"My lender ( Chase bank ) does not refund money, which is deducted wrongfully from escrow account. 

I paid my property tax by myself, {$7500.00}, on XX/XX/2011. 
( refer to XXXX ) Then, my lender ( Chase bank ) also deducted {$7500.00} on XX/XX/2011 for the same property tax payment from my escrow account. 
( refer to XXXX XXXX ( ... XXXX ) - chase.com_activity.pdf ) So, I asked the county about the duplicate payment but the county replied that it never received the payment from the lender. 
( refer to XXXX - XXXX the tax was paid twice ( parcel XXXX ) I have contacted the lender multiple times for the incident and requested refund for the missing check/payment because the county did not received it. However, the lender kept opening cases whenever I called and made me wait weeks after weeks. I escalated the issue and requested a talk with a supervisor but he/she did not call back. The money has not been refunded yet after XXXX months.",Escrow issues,NA,JPMORGAN CHASE & CO.,CA,95035,NA,Consent provided,Web,2022-07-09,Closed with explanation,Yes,N/A,5752932
26,2022-07-08,Mortgage,Conventional home mortgage,Trouble during payment process,NA,"Chase Home Mortgage solicited me from within my log in for my mortgage account to "" pay off my mortgage faster by making 2 payments a month '', rather than 1. I clicked on the button to explore this option and was shown figures indicating I would be saving thousands by making payments this way. I opted to go ahead and switch my payments to be twice a month rather than once a month. The Chase online system walked me through making the switch, and brought me to a page where I was told to "" select the payment dates for my new payment plan '', which I did and I selected the XXXX and the XXXX of each month what I understood to be my new payment dates. ( I believed these would be my "" new payment dates '' because Chase system indicated they would be and kept referring them to me that way, my "" new payment days ''. The system then had me confirm my bank information for automatic withdrawals on my "" new payment dates ''. 
The following month my payments started to draft as scheduled on the XXXX and XXXX, and all was good until I realized recently when I logged in to find tax info that I have been getting charged a late fee every single month. I called Chase and was told basically too bad. I am getting charged because I did not pay within the grace period. 
Again Chase solicited me to change up my mortgage payments to begin with. My mortgage was in good standing and I had no issues with late fees until all of this. 
Since Chase solicited me to make the change, and then THEY allowed me to choose "" new payment dates '' without any disclosure that the selection of new dates would NOT excuse me from late fees if the new dates were past the grace period of my previous due date ; chase needs to delete all the late fees that were charged from this and recalculate my outstanding loan balance without the fees and resulting increased interest.",Mortgage/ fees,NA,JPMORGAN CHASE & CO.,IA,50161,NA,Consent provided,Web,2022-07-08,Closed with explanation,Yes,N/A,5750036
27,2022-07-07,Mortgage,Conventional home mortgage,Trouble during payment process,NA,"On XX/XX/XXXX, I closed on my home purchase with XXXX XXXX and the company immediately sold my mortgage to Chase Bank. The terms of the mortgage included an escrow account to cover the home insurance premium and property taxes in the XXXX of Massachusetts. Over the course of the XXXX tax year, Chase refused to pay my property taxes because, I was told, they were not receiving electronic tax statements from the town where I live ; so despite having the funds in my escrow account, and the fact that I sent copies of my paper tax statements to Chase, they would not pay the taxes, and I had to come up with additional funds to pay the taxes myself. This amount was approximately {$8000.00}. I spent the last year calling Chase to resolve this situation, but they still would not pay my property taxes. They indicated they would, they also said they would call me back at various times to let me know when the situation was resolved, but ultimately the bank has been unresponsive. As a result of the bank 's inability to resolve this, I am now in the process of refinancing my home mortgage at a substantially higher interest rate. In the meantime, I've closed the escrow account and was supposed to receive a refund in XX/XX/XXXX in the amount of {$9000.00}. For some reason, Chase split this amount into XXXX payments. I received XXXX payment for {$2200.00} in XXXX, but the balance of {$6700.00} is being contested because Chase indicates they mailed me a check ( to my old address ) in XX/XX/XXXX which I did not receive ( Chase did have my current home address at that time ) ; then Chase told me they sent another check in XX/XX/XXXX ( which I also did not receive, but Chase said that check has been cashed ). I've called Chase several times to request a copy of the canceled check ( front and back ) and the form needed to file for an investigation, but Chase is unresponsive. They keep telling me someone will call me back or they will send the canceled check and investigation form, but I'm getting nothing from Chase. My taxes are now due again the end of XXXX, and I need the remaining funds from my escrow account to pay these taxes on time. Any help you can provide is appreciated. Thank you.",Mortgage/ loan purchased,NA,JPMORGAN CHASE & CO.,MA,1012,NA,Consent provided,Web,2022-07-07,Closed with explanation,Yes,N/A,5746832
28,2022-07-02,Mortgage,Conventional home mortgage,Trouble during payment process,NA,Bought my Home for {$410000.00} and put 5 % down at closing. Appraisal came in at XXXX. With remaining balance and the appraisal that came in I have over 20 % equity for my home but since my original loan was sold Chase mortgage can figure out how to drop PMI now as the system says I can't drop it until I reach remaining balance of {$310000.00}. I would have over {$100000.00} in equity and a loan to value ratio of 75 %. I am already below there ltv of 80 % needed to drop PMI but they refuse as this what the system generated when they purchased my mortgage from original lender and refuse to make it right without me paying additional costs that are not needed to drop PMI.,PMI,NA,JPMORGAN CHASE & CO.,WA,98532,NA,Consent provided,Web,2022-07-02,Closed with explanation,Yes,N/A,5726831
29,2022-07-01,Mortgage,Conventional home mortgage,Trouble during payment process,NA,"I have been in my current home for approximately XXXX  years. Last year ( XXXX ) i refinanced and my loan was transferred to Chase bank in XXXX of XXXX. During the life of my loan, I have never missed a payment. That is why I was extremely surprised to get a call from my bank this month on the XXXX ( XX/XX/XXXX ) alerting me that, not only was I delinquent on my account, but I was delinquent by a month and a half. I immediately logged into my account and saw that on the XXXX, they had invalidated my last two payments. I didn't have enough to pay both payments at the time but I made one ( {$1500.00} ) and said I would call back as I was on a business trip. When I returned, I realized that there had been an error. My XXXX payment hand't gone through ( even though I received a statement and confirmation saying it was ) but my XXXX payment had gone through but was not reflecting on my account. Over the next two weeks I sat on the phone with many agents and once even pulled in the bank of the account I was paying from ( XXXX XXXX ) to confirm that my XXXX payment had, in fact, gone through. I was given all sorts of excuses as to why it wasn't reflected and every time I pulled up documentation to refute a reason, another was presented. To this day, they refuse to apply the payment to my account. So, even though I paid every month on time, this was reflected on my account, and in my statements, I still was charged a late fee and had to pay three mortgage payments in the same month to avoid getting reported to the credit rating agencies.",Mortgage/ loan purchased,NA,JPMORGAN CHASE & CO.,GA,30316,NA,Consent provided,Web,2022-07-01,Closed with explanation,Yes,N/A,5726079
30,2022-06-26,Mortgage,Conventional home mortgage,Trouble during payment process,NA,Chase has wrongfully bought insurance and billed me for it. I have several copies of emails to you showing the documents they need as proof of insurance for my condo under the master policy which I have repeatedly sent them. Please refer to all my emails sent to XXXX as per their mailed letters. Their automated response keeps telling me I will hear back in 5 days. However this never happens. Tired of chasing this matter and paying unnecessary/duplicative insurance premiums. This is flat out negligence and abuse. Zero customer service as well.,Escrow issues,NA,JPMORGAN CHASE & CO.,TX,75056,Servicemember,Consent provided,Web,2022-06-26,Closed with explanation,Yes,N/A,5710628
31,2022-06-24,Mortgage,Conventional home mortgage,Trouble during payment process,NA,"I had hail damage from a storm on XX/XX/XXXX. My roof was repaired XX/XX/XXXX. The required paperwork was signed off on by a Chase banker as satisfied and payment was made. I received a notification from my homeowners insurance company on XX/XX/XXXX that since Chase hasn't paid my homeowners insurance premium, I no longer have coverage effective XX/XX/XXXX. If payment is received within 10 days, I will be reinstated ; otherwise, I will have a lapse in coverage. I called Chase the day I received the letter and spoke with a rep in their insurance department. The long and short of it is someone within Chase deemed my house a "" demolished property '' and therefore, they do not collect an insurance premium for a year while the house is supposedly being rebuilt. All I had was roof damage. It was never demolished. Their rep told me he has been a banker with Chase for 11 years and has "" never seen this level of incompetence '' and used the words "" flabbergasted '' and "" egregious error '' repeatedly during our conversation. He also told me that he was escalating my case and a supervisor would contact me w/in 24-48 hours. Of course, no one has. I called again today and "" a supervisor was not available '' and I was given another 24-48 hour window within which to expect a call. The rep also told me that it would not be my responsibility to fund the insurance payment and that Chase needed to re-establish the escrow account, fund it and get my insurance reinstated immediately. Obviously, they have zero sense of urgency since none of that has happened.

This is not the first bad experience with Chase since my mortgage was sold to them last XXXX. In XXXX of this year, I wanted to make an additional escrow payment and instead of withdrawing the additional amount I wanted to apply, they withdrew more than double the amount and coded it as XXXX mortgage payments. I was also told that I could not set up auto payments with them and had to specify dates and amounts to be withdrawn so that I could make an additional payment on my mortgage by the end of the calendar year. That proved to be false, but the level of ineptitude demonstrated by the people I have dealt with at Chase is absolutely horrifying to me since they have ready access to my money. That case was also escalated and took 2 weeks to resolve. 

I have contacted the lender who refinanced my loan and begged them that if they had any say as to who bought mortgages from them, to NEVER let Chase buy another mortgage and told him what had happened. Unfortunately, they can't control that but if there was any way I could get my mortgage away from Chase at the same interest rate, I would have done it. They are the absolute worst bank I have ever had dealings with.",Escrow issues,NA,JPMORGAN CHASE & CO.,AL,36877,NA,Consent provided,Web,2022-06-24,Closed with explanation,Yes,N/A,5706457
32,2022-06-23,Mortgage,Conventional home mortgage,Trouble during payment process,NA,"I purchased my home/condo in XXXX of XXXX. 

In XX/XX/XXXX, I received a delinquent tax payment notice from the XXXX of XXXX. 
I called the Chase Mortgage department and found the most helpful person of all my experiences who actually fixed something for me. After that no one was any help at all. 
XXXX, asked questions and determined that my condo used to be classified as a rental apt before my purchase as a condo. So, the coding for payment changed. 
She contacted the XXXX of XXXX and resolved and paid the tax and also she told me that Chase would of course be responsible for any late charges. She called me on the phone to let me know it was resolved. 
It was the ONLY time that any Chase agent ever followed up with a return call to me. 


In the summer of XXXX I received a check from Chase mortgage that I had extra money in my escrow and was getting a refund check. I received that check in XXXX for {$1300.00}. 
I knew something was wrong. Ive owned another property for over 20 years and knew there was never one that large. 
I also looked at the amount that was for the school tax due in XXXX {$1300.00}. 
Weird coincidence the amount they gave me back was almost exactly what was due in XXXX. 

I started getting notices about the unpaid school tax that was due in XX/XX/XXXX the beginning of XXXX, is my best recollection. It is possible I may have missed one in my documentation earlier. 

I contacted Chase Mortgage on XX/XX/XXXX and spoke to XXXX ( unknown last name ). 
I told him my school tax was delinquent and I knew what the problem was. He was very disinterested. He did tell me that it got paid but I told him the payment, even though showing in their records did NOT GO THROUGH. I tried to explain to him that I knew what the issue was since it happened earlier this year and XXXX found the cause. The coding changed. I am not even sure that he even wrote that in any notes. I had the answer! 
I was told something about getting back in touch with me in 18 days ( cant remember business or calendar ). 
I told him I was refunded almost the same amount that was due. 

XXXX asked me to upload documents to Chases website related to delinquent taxes. 
Which I did. 

I was worried that Im in trouble for not paying taxes and called again on XX/XX/XXXX and spoke to XXXX who gave me a reference number of XXXX. 
Again I tried to explain. 


I called again on XX/XX/XXXX and spoke with XXXX. Again telling the same story that the tax wasnt paid and that they refunded me a check almost for that amount from my escrow. 
I can not remember if it was XXXX or that I spoke with XXXX again who told me that they did speak with the XXXX XXXX XXXX XXXX who said the tax payment made end of XXXX went through. 
That wasnt the issue I said! It was for the XXXX payment. But I only got responses of its all set. 

It wasnt. 
A few times calling I specifically asked a few people, women, so not XXXX or XXXX and said that I had this extra money from that refund. Should I put it back in my escrow so they can get it paid? One told me that I could if I wanted. I was always allowed to put extra money in but another told me to wait until this was settled. Not to do anything yet. 
So I didnt. 

At the end of the year of XXXX I got my tax statement, form 1098. It showed that the yearly taxes paid were only {$3200.00}. I knew they were supposed to be {$4600.00}. Again, this mostly proves that they didnt pay that tax and just sent me a refund check for extra money in my escrow. 

Now, the penalties are wracking up but I knew the issue. No one was listening. 
I felt it was on Chase to pay those penalties, not me. 
Id done everything I could to get this straightened out with mostly no help. 
NO ONE ever called me back each time. 

Somewhere between this time and XXXX I FINALLY received the first response since the School tax issue started. A letter dated XX/XX/XXXX. 
Chase told me that they were going to directly deposit {$200.00} into my escrow since they saw that I had paid that missing tax payment and paid penalties. 

I had not paid it. At some point that must have been the penalty due, which increased after this. 

I monitored my escrow to see if XXXX ever reimbursed me that amount. 
I never saw a thing. 

I called and spoke to XXXX on XX/XX/XXXX. I told her this wasnt settled! Should I just pay it now and let Chase figure out the penalty? No, just wait. She reopened the case on and gave me reference number XXXX. She said someone would respond to me in XXXX days again. 

I corresponded multiple times around then with XXXX and XXXX from the XXXX of XXXX for late payments. They said theyd had no contact from Chase and the amount was still delinquent with further penalties. 

I spoke with XXXX and told them I was sending in the {$1300.00} and could I please have a payment plan ( they had offered XXXX ) to pay the penalty? 
XXXX told me to go ahead and mail in the {$1300.00}. That was paid XX/XX/XXXX. 



On XX/XX/XXXX I called Chase Mortgage and spoke with XXXX. She was the XXXX person who actually looked at everything and saw that a payment had gotten missed. XXXX guessing paid but rejected due to the new coding. But I was so relieved and told her that maybe XXXX just pay the {$1300.00} Chase refunded me and could she request that Chase pay the penalties. Which changed multiple times but at this point I think was {$380.00}. 
She told me she would put in a request for a reimbursement be paid to me. 

No word again. 

XX/XX/XXXX, XXXX XXXX taxes writes me and says that if I dont pay the delinquent charges that I will not get my STAR rebate. 
I though the tax department was going to do a payment plan but they wanted it all right away if I wanted my rebate. 
So now XXXX told me the grand total for delinquent charges was {$390.00}. 
I just paid the whole amount on XX/XX/XXXX. 


I called Chase again on XX/XX/XXXX and spoke with XXXX or XXXX ( again I never was told a last name ). 
She looked at my records and told me that my request was denied since the coding on the payment changed and it was not their fault. 

XXXX horrified as I TOLD THEM MULITIPLE TIMES WHAT THE ISSUE WAS! If they didnt keep putting me off I would have just paid it long ago and never been hit with penalties. 
They just kept making me think they were going to take care of things. 
XXXX insulted that no one listened. That this should have been cleared up long ago. 
That the penalty I paid of {$390.00} should very well be paid by Chase. Their excuse/reason is WRONG as I told them over and over. 

Ive gone through much anger and sleepless nights over this while I mostly fell on deaf ears. 
Way back in early XXXX when XXXX figured it out, she assured me that Chase would pay any penalty. Now XXXX told that its not their fault? Their fault for not listening to customers telling them whats wrong. 



I have attached some documentation. I have much more.",Escrow issues,NA,JPMORGAN CHASE & CO.,NY,12047,NA,Consent provided,Web,2022-06-23,Closed with monetary relief,Yes,N/A,5703776
33,2022-06-12,Mortgage,Conventional home mortgage,Trouble during payment process,NA,"In XX/XX/XXXX we refinanced the mortgage on our primary home in XXXX. Both the previous and new lenders were incidentally Chase bank. We paid for property taxes through an impound escrow account alongside the monthly mortgage. At the time of close, we were told to pay for the new impound account from closing and that we will be refunded the remaining escrow balance from the previous loan account ( ~ {$22000.00} ) by XX/XX/XXXX through check. 

When we didn't receive the escrow refund by XX/XX/XXXX, we followed up a couple of times, and suspecting the check was lost in mail, asked Chase to stop any check payments and instead do a direct deposit into our account. We were assured on XX/XX/XXXX that our request will be honored. 

Having not received any direct deposit, when we followed up in XXXX week of XX/XX/XXXX, we were told someone cashed a cheque for {$22000.00} on XX/XX/XXXX. Upon investigating we found out chase issued a check in the name of a complete stranger, living in a different city, who encashed the cheque for cash. 

It was obvious it was completely chase 's fault. However, when we reached out to Chase, we were advised by the claims department to file for a dispute and were assured we will get back the funds in XXXX days. On XX/XX/XXXX, we filed a declaration of unauthorized payment and they said they filed the complaint we should receive the funds in 90 days. We waited 90 days and without any result. When we followed up in XX/XX/XXXX, they let us know there was some information missing in the affidavit and asked us to refile. We did so. At this point we were informed we will get the money in 90 days from XX/XX/XXXX. 

We were being repeatedly harassed by one call agent vs another, and asked to follow up sometimes with claims and other times with Chase 's mortgage escalations team and no one seemed to be able to tell us where our money is gone. They kept on changing the claim date. 

They kept telling us that they are at the mercy of XXXX XXXX XXXX  - the bank from which the check was cashed to give them some information and every time we called the claim date changed and were told to wait 90 days from the claim date. 

Frustrated we reached out to XXXX XXXX XXXX XXXX XXXX and explained our problem. They tried to help by calling the chase executive office. We were reached out to from the chase executive office by a person named XXXX XXXX who finally said they filed the claim with XXXX XXXX XXXX  on XX/XX/XXXX again and that we should wait another 90 days again. She let us know there was a security breach in their system which caused this issue. It has been more than 90 days. Even after repeated follow ups they are telling us the same thing that XXXX XXXX XXXX is not responding and there is nothing they can do until they do. There is no definitive date they are promising to refund us the money. 

We have all the documentation and claim numbers. Attaching some documents below. 

There is zero fault of ours as we never received the check in our mail. The amount is non trivial and we are getting a lot of XXXX about getting it back. We sincerely hope you can help.",Escrow issues,NA,JPMORGAN CHASE & CO.,CA,94087,NA,Consent provided,Web,2022-06-12,Closed with explanation,Yes,N/A,5660146
34,2022-05-26,Mortgage,Conventional home mortgage,Trouble during payment process,NA,"i rec 'd a letter dated XX/XX/XXXX you state you finally canceled excessive lender placed insurance effective XX/XX/XXXX and you sent a refund to my account. 
1. you fail to identify the date the insurance was placed 2. you fail to identify the amount you charged for insurance 3 you fail to identify the reason you canceled the lender placed insurance 4 you fail to identify the date and the amount you credited to the account 5 you failed to supply copies of the insurance policy",Escrow issues,NA,JPMORGAN CHASE & CO.,FL,32801,NA,Consent provided,Web,2022-05-26,Closed with explanation,Yes,N/A,5605956
35,2022-05-22,Mortgage,Conventional home mortgage,Trouble during payment process,NA,"I received from my home insurance company a cancellation of policy, upon review of the escrow balance it was noted that JP Morgan Chase had not paid our homewoners policy. 

I contacted JP Morgan Chase on XX/XX/XXXX, they indicated they had paid a policy in XX/XX/2021, our home policy runs XXXX to XXXX. Upon further research it was found JP Morgan Chase Escrow Service had paid another XXXX 's policy in my town with the name XXXX XXXX from my Escrow. 

We held a 3 way conference call between JP Morgan Chase Escrow and the other person 's insurance company. The JP Morgan Chase representative was blaming the other parties insurance company, after further review the other insurance company confirmed JP Morgan Chase had indeed sent the funds. 

I have been trying to get my escrow funds restored, clearly JP Morgan has made a mistake, no "" supervisor '' or decision maker is available to resolve the issue and they do not want to accept accountability for their mis-handling of escrow funds.",Escrow issues,NA,JPMORGAN CHASE & CO.,TX,78057,NA,Consent provided,Web,2022-05-22,Closed with non-monetary relief,Yes,N/A,5590722
36,2022-05-18,Mortgage,Conventional home mortgage,Trouble during payment process,NA,"My wife, XXXX XXXX, and I were notified around approximately XX/XX/XXXX by XXXX XXXX ( "" XXXX '' ) and Chase that our mortgage was being transferred from XXXX to Chase. Around that time, Chase also informed us that it would take approximately 10 days before we could manage our home loan via the online portal. On XX/XX/XXXX, Chase notified us that we could now use the online portal to manage our account. 
On XX/XX/XXXX, my wife attempted to make a payment using the online portal, at which time the system instructed her to accept the Transfer Service Agreement. She accepted and received on-screen confirmation. She then proceeded to attempt to make a payment and was once again instructed to accept the Transfer Service Agreement. She made several attempts to accept the agreement and make a payment, each time with identical results to the first attempt. 

At that point, and on the same day, she called Chase and was transferred a few times before speaking with a technical specialist. This individual had her attempt multiple unusual fixes, such as adding a fake payment account to the system. We ended that call as nothing was being accomplished. 

On XX/XX/XXXX, confirming that our issue was not resolved, we contacted once again. We were again transferred to a technical specialist who attempted to fix the issue with the account in Chases system. This support specialist had us log out and log back in multiple times but was unable to resolve the issue. At that time he informed us that he would escalate the issue and opened a support ticket. That ticket number is XXXX. 

Today, XX/XX/XXXX, having heard nothing back from Chase regarding the mortgage account and wanting to make a payment online, I contacted Chase at XXXX CT from line ending in XXXX to inquire about the status of the ticket. I was transferred a couple times, the last of which I was informed I was being transferred to technical support. The call was transferred and I was placed in the call queue. I was holding in that call queue for XXXX  minutes before I terminated the call, having talked to nobody on that line yet. 

About an hour into the call, at XXXX CT, and admittedly being a bit irate having been on hold for an hour, I called Chase from another line, ending in XXXX, ( leaving the original call still going on my other cellphone ). I informed the customer service rep that this was unacceptable to leave a customer holding for that long and that I wanted resolution to ticket ASAP. At that point, she said Youre a scammer or something to that effect ( but definitely referring to the call as a scam ) and hung up. 

I then immediately made another call from that second line, with the original call still on hold waiting for someone to pick up. I once again informed them that their customer service has been horrendous, and I was aghast at being called a scammer from the last call. I believe I then likely spoke to a call center manager, she informed me that she would request a call review as I had request from that prior call ( i.e., the scammer call ), and we proceeded to discuss the issue with the transfer service agreement. She then informed me that she needed to transfer me to another department to handle the issue. 

I was transferred, explained the issue once again, at which point that customer service rep informed me that she would need to transfer me to the technical support team ( the same team that I was still on hold with for XXXX minutes ). I informed her that I would not be placed into another call queue with my original call still in the queue and terminated the call. 

The issue remains unresolved and Chase appears entirely uninterested in resolving this issue.",Mortgage/ loan purchased,NA,JPMORGAN CHASE & CO.,IL,60607,NA,Consent provided,Web,2022-05-18,Closed with explanation,Yes,N/A,5576623
